id,tweet,processed_tweet,emotion
120,"""\""No puedo creer que esta mujer tenga el descaro de \\\""exigir\\\"" su vacuna antes que todos, porque pobrecita es una indefensa viejecita. \\nSinvergüenza se ha dedicado a fregar al gobierno mañana, tarde y noche y ahora quiere saltarse la cola. Típico de los Fujitrolles. https://t.co/komh8jgZ06\""""",no poder creer mujer tener descaro exigir vacuna ser indefenso haber dedicar fregar gobierno mañana tarde noche ahora querer saltar cola típico,angry
121,"no se podía hacer de este el ministro de salud, probablemente infectado todo el gabinete del Reino Unido",no poder hacer ministro salud probablemente infectar gabinete reino unido,angry
122,Yknow durante este covid fin puedo ver mi propia gente locales en nuestros medios de transporte público,covid fin poder ver propio gente local medio transporte público,happy
123,_tgtwaitingresults2017 señor pidió humildemente a dirigir durante más de 1 año de espera esperado resultado de código postal 140/17 TGT hindi (macho) a más temprana para salvar el futuro de los candidatos y conseguir que deshacerse de un trauma mental debido a covid 19,señor pedir humildemente dirigir año espera esperado resultado código postal hindi macho temprano salvar futuro candidato conseguir deshacer trauma mental debido covid,sad
124,riesgo para la salud se correlaciona con el nivel socioeconómico (y esto es un buen ejemplo de por qué esto es ridículo vergüenza de esta empresa,riesgo salud nivel socioeconómico ser buen ejemplo ser ridículo vergüenza empresa,angry
125,CNN dice palabras esta noche de Trump se centrará en el estímulo económico no de salud pública de la crisis sanitaria es la crisis económica generalizada que necesitamos pruebas de coronavirus libre y liderazgo en salud pública clara que parece poco probable que sea desastroso,decir palabra noche centrar estímulo económico no salud público crisis sanitario ser crisis económico generalizado necesitar prueba coronavirus libre liderazgo salud público claro parecer poco probable ser desastroso,fear
126,"wa noticias de hoy dos tercios de la flota de autobuses y Transperth (trenes) sometidos a ""niebla de saneamiento"" todas las noches para detener la propagación del coronavirus cada nebulizador pulveriza una neblina de agente desinfectante para matar insectos que podrían causar la infección está haciendo asimismo Reino Unido",noticia hoy dos tercio flota autobús tren sometido niebla saneamiento noche detener propagación coronavirus cada pulverizo neblina agente desinfectante matar insecto poder causar infección hacer asimismo reino unido,fear
127,vueltas de buceo viaje en ‘pesadilla' para los residentes de Massachusetts varados en Honduras w /,vuelta buceo viaje residente varado honduras,fear
128,₹ 300 millones de rupias para la estatua y ₹ 120 millones de rupias para Donald Trump visita y ahora que están pidiendo los fondos pm de público en general para la corona _shutup _ने_निकाला_जनता_का_तेल,millón rupias estatua millón rupias visita ahora pedir fondo público general corona,angry
129,"""\""España suspende durante 15 días el uso de la vacuna de AstraZeneca https://t.co/IpecJl2JCP\""""",suspender día uso vacuna,sad
130,california en movimiento sin hogar para hoteles en lucha para evitar una explosión coronavirus en las calles,california movimiento hogar hotel lucha evitar explosión coronavirus calle,angry
131,todas aquellas personas pánico comprar papel higiénico y desinfectante de manos favor abastecerse de condones para que no se produzca de más idiotas,aquel persona pánico comprar papel higiénico desinfectante mano favor abastecer condón no producir idiota,fear
132,_brahmananda_vedic_gurukul_tapobhoomi_goa_batu difundir el mensaje a través de su arte no traer _virus en la familia al salir de su casa y violar las reglas establecidas por el Gobierno _durgesh_art_goa / lvrodcfa0n,difundir mensaje través arte no traer virus familia salir casa violar regla establecido gobierno art,sad
133,"""\""Puebla se queda sin vacunas CoronaVac; serán reemplazadas por Pfizer...\\nhttps://t.co/Z3bbG6FzVc\""""",puebla quedar vacuna ser reemplazar,sad
134,"""\""los gringos: “vamos para Puerto Rico. Allá ya no se tiene que usar mascarilla” https://t.co/UpR6MCIBEE\""""",gringo puerto rico allá no tener usar,not-relevant
135,"""\""Polémica por los respiradores que la Ciudad le cedió al sector privado de la salud | El gobierno porteño ahora le pide ayuda a la Nación https://t.co/otRQAzVGuf a través de @Pagina12 PRESTAN RESPIRADORES, NO ENTREGAN NETBOOKS A ESTUDIANTES, ESCONDEN VACUNAS, MANIPULAN LOS TESTEOS\""""",polémica respirador ciudad ceder sector privado salud gobierno porteño ahora pedir ayuda nación través prestar respirador no entregar estudiante esconder vacuna manipular,angry
136,"""\""Esperando con impaciencia con qué salen sobre Unidas Podemos las tertulias rancias afines al regimen de la monarquía para disimular que tenemos una casa real que se pasa por el arco de la corona todo lo que sea dignidad y honradez, que los Borbones siguen vivendo de privilegios\""""",esperar impaciencia salir unido poder tertulia rancio afín monarquía disimular tener casa real pasar arco corona ser dignidad honradez seguir privilegio,angry
137,"""\""#Galicia | @FeijooGalicia prevé que \\\""a finales de junio\\\"" estén vacunados de la #COVID19 los mayores de 60 años https://t.co/im71Q3dGwd\""""",prever final junio vacunado covid mayor año,happy
138,equivocado que es un conglomerado de incertidumbre del crecimiento global de crecimiento coronavirus del PIB y su incompetencia para entender racionalmente noticia falsa realidad es cuando llamó el coronavirus un engaño,equivocado ser conglomerado incertidumbre crecimiento global crecimiento coronavirus incompetencia entender racionalmente noticia falso realidad ser llamar coronavirus engaño,angry
139,al gobierno de Filipinas covid 19 es el enemigo deje el alcalde trabajador solo poner su tiempo para un mejor uso mucha gente se muere de hambre desesperados y ansiosos sus médicos están cayendo como moscas mas Importante sila Kesa sa pag acosar nyo kay vico ...,gobierno filipinas covid ser enemigo deje alcalde trabajador solo poner tiempo mejor uso mucho gente morir hambre desesperado ansioso médico caer mosca mas importante acosar,sad
140,"""\""Por el retorno a clases en Marzo? Que pasará con la Edc. Púbica? 45 alumnos x curso sumado al poco financiamiento que les aporta el estado y sin vacunas para alumnos y profes menores de 60 años. Es igual en los colegios particulares? 🤔\""""",retorno clase marzo pasar púbico alumno curso sumado poco financiamiento aportar vacuna alumno prof menor año ser igual colegio particular,angry
141,"restaurante de la audición de Joe original en playa del norte acaba de cerrar indefinidamente y de chorro rem “que es el fin del mundo tal como lo conocemos”, ya que cerraron las puertas sin saber si reír o llorar gracias por el dato",restaurante audición original playa norte acabar cerrar indefinidamente chorro ser fin mundo tal cerrar puerta saber si reír llorar gracia dato,angry
142,"* Un vendedor confiado * ""señor ji pls de u materiales de d & corona venta no pueden hacer nada en la India estamos 135cr personas, incluso si 1 personas lakh mueren por día que tomará 37 años y en este período otros 30 40Cr Will B nacido AAP chinta n Karo Bas maal uthaobolo Kitni Karu de facturación",vendedor confiado señor ji u material d corona venta no poder hacer india persona incluso si persona morir día tomar año período nacido ap mal facturación,sad
143,india registra mayor día pico único de 8 392 casos recuento total asciende a 1 90 535 ascensiones cifra de muertos a 5 394 / d1rz3fl6cc,india registrar mayor día pico único caso recuento total ascender ascensión cifra muerto d,sad
144,Me pregunto si esas armas tienen ningún efecto sobre el coronavirus,preguntar si arma tener ninguno efecto coronavirus,fear
145,esto es posible y verdad con respecto a la muerte covid creo causas covid muerte en menos de una persona infectada que hará que es el número de la muerte que no se pueden prevenir la mortalidad mayor es la economía,ser posible verdad respecto muerte covid creer causa covid muerte menos persona infectado hacer ser número muerte no poder prevenir mortalidad mayor ser economía,sad
146,"""\""Díaz Ayuso vuelve a cambiar la regla y desde el próximo fin de semana se volverá a poder ir en grupos de 6 a las terrazas de #Madrid. Habla también de usar mascarilla obligatoria dentro de los bares, pero eso ya pasaba por norma y ley. No es una novedad.\""""",volver cambiar regla próximo fin semana volver poder ir grupo terraza hablar usar mascarilla obligatorio dentro bar pasar norma ley no ser novedad,not-relevant
147,"""\""Muy bien que Calviño deje claro que solo recibirán #ayudas las '#empresas viables' pero los #autonomos dueños de empresas ahora inviables por #COVIDー19 deberían ser aliviados de la deuda que adquirieron para intentar salvar sus negocios. Sus vidas deben poder continuar después.\""""",mucho bien dejar claro solo recibir ayuda empresa viable dueño empresa ahora inviabl deber ser aliviar deuda adquirir intentar salvar negocio vida deber poder continuar después,angry
148,Nunca se había vacunado contra la gripe nunca tuvo la gripe cogida del virus de la corona,nunca haber vacunar gripe nunca tener gripe cogido virus corona,fear
149,si termina este encierro he prometido a mí mismo que van a ir a por el paracaidismo parapente y aprender etapas avanzadas de la natación y el buceo en aguas profundas si esto viene de un tipo que es un anime Weeb introvertido interiores,si terminar encierro haber prometer mismo ir ir paracaidismo aprender etapa avanzado natación buceo agua profundo si venir tipo ser anime web introvertido interior,happy
150,peor parte del virus de la corona es sigo viendo los tweets misma mf robados,peor parte virus corona ser seguir ver mismo robado,angry
151,"""\""Las franjas son una recomendación, ojo. https://t.co/NOrVG97J8W\""""",franja ser recomendación ojo,not-relevant
152,1600+ muertes en Irán y nadie está hablando de que ellos están luchando y durante una crisis global los EE.UU. debe levantar las sanciones económicas a Irán ayuda a hacer frente a la pandemia,muerte ir nadie hablar luchar crisis global u deber levantar sanción económico irán ayuda hacer frente pandemia,fear
153,"""\""Para organizar el sistema de vacunacion ya demostraron que no les interesa!\\nPero que genios que son para responder con grandes artilugios vacíos de todo contenido!\\n       V. E. R. G. U. E. N. Z. A\\n#RenunciaQuiros https://t.co/PFqqRyrRv7\""""",organizar sistema demostrar no interesar genio ser responder grande artilugio vacío contenido u,angry
154,"""\""NO porque genera desempleo, NO porque ayuda a proliferar el covid19, NO porque empodera a la resistencia terrorista, NO porque esta acabando con las industrias, etc ....\\n\\n#NoMásParo\\n#NoMasBloqueos \\n#NoMásRebeliónDeLasRatas\\n#NoMásMarchasAsesinas https://t.co/aHGdwVhDWu\""""",no generar desempleo no ayudar proliferar covid no resistencia terrorista no acabar industria etc,angry
155,la administración podría realmente pero estoy seguro de que los alambiques conferenciante quiero que termine su papel del término y las pruebas de mitad de mandato no se molestan mucho que pueda ayudar con precios asequibles,administración poder realmente seguro alambiqu conferenciante querer terminar papel término prueba mitad mandato no molestar mucho poder ayudar precio asequible,fear
156,"la vida es dura, es más difícil si eres tonto Twitter com / 39baeoupeh - en la ciudad de Sivasagar",vida ser duro ser difícil si ser tonto ciudad,sad
